classification,Y_final,C_final,A_final,S_final,k_ox,D
coexistence,0.30115627780505994,7.430785479662271,8.123453927961528,0.023700700209301293,0.4,0.052
coexistence,0.3055770477167181,7.422537366707317,8.014315110226566,0.04137089368749678,0.4,0.084
C_difficile_excluded,11.349482176981791,6.1640012595481356e-06,2.0467973583332538e-07,0.2411301711473318,0.4,0.116
C_difficile_excluded,11.298336965968343,1.457617378134001e-08,3.5028179813170103e-10,0.3548066937053309,0.4,0.148
C_difficile_excluded,11.22867578990581,3.9207339578611386e-11,-6.62070431218033e-10,0.5096093556341816,0.4,0.18
C_difficile_excluded,11.128275911256399,1.0852472951282409e-13,-1.9548088668951084e-09,0.7327201972076401,0.4,0.212
C_difficile_excluded,10.97114181913474,3.4567111615859326e-16,-1.360058879984141e-10,1.0819070685894676,0.4,0.244
C_difficile_excluded,10.690809797517504,-3.1933632956822678e-12,-1.71879877530242e-09,1.7048671166277654,0.4,0.276
C_difficile_excluded,10.054972139812387,-4.212883647720376e-12,-1.1770148127759079e-09,3.1178395774035788,0.4,0.308
C_difficile_excluded,7.601319644328398,-1.5340374985093468e-16,-7.246877963904357e-10,8.570399605256833,0.4,0.34
C_difficile_excluded,2.527722386825305,1.7803555120078184e-10,-2.8238851243944354e-10,19.84506136201698,0.4,0.372
C_difficile_excluded,1.3634657827832168,1.4642489349245286e-06,4.035737513339156e-07,22.432293379651956,0.4,0.404
C_difficile_excluded,0.9714639560476774,3.6581804134559087e-06,1.404677080390722e-06,23.30340123707045,0.4,0.436
C_difficile_excluded,0.7773773098457456,2.627217150036254e-07,1.2746220263581903e-07,23.734716213492625,0.4,0.468
C_difficile_excluded,0.6618077884962024,3.12305096806024e-09,1.138368548248792e-09,23.991538237376048,0.4,0.5
coexistence,0.8965441781306028,7.036930741731107,2.794605275657243,0.01222324371515919,0.6,0.02
coexistence,11.401880398878388,0.011769213067861557,0.00038654617739036095,0.08547909758328727,0.6,0.052
C_difficile_excluded,11.388616393874614,1.901863867695298e-05,6.272156071208779e-07,0.15412239578763656,0.6,0.084
C_difficile_excluded,11.349491433981328,3.83692418098765e-08,-9.27866802700599e-10,0.24113001881063628,0.6,0.116
C_difficile_excluded,11.298336861309037,7.086515485452563e-11,-1.0075605045423747e-10,0.35480697463259303,0.6,0.148
C_difficile_excluded,11.228675762359012,1.2116445845609388e-13,-1.1299286042483544e-09,0.5096094169795722,0.6,0.18
C_difficile_excluded,11.128275807416076,2.0597225200590477e-16,-1.8505087493973204e-09,0.7327204279642764,0.6,0.212
C_difficile_excluded,10.971142146169525,4.795887058051318e-19,-1.369181902401058e-09,1.081906341845498,0.6,0.244
C_difficile_excluded,10.690809774911228,-1.104748321581512e-11,-3.0604054486668317e-09,1.7048671668639384,0.6,0.276
C_difficile_excluded,10.05497233211896,-9.417845610755068e-14,-4.196026744694444e-10,3.1178390182574836,0.6,0.308
C_difficile_excluded,7.601334678888608,-2.643601831366705e-17,-8.908285830610188e-11,8.570368665926303,0.6,0.34
C_difficile_excluded,2.5277303986415522,-1.6351960125378535e-13,-3.879319367094601e-11,19.84504378504171,0.6,0.372
C_difficile_excluded,1.3634659587011182,1.2503707786406482e-11,-1.5134801895790034e-09,22.4322982300691,0.6,0.404
C_difficile_excluded,0.9714640281569217,2.847704807092437e-11,-2.4360496428500344e-10,23.30341327066889,0.6,0.436
C_difficile_excluded,0.7773773226161768,1.3882301073132368e-11,-3.3502697572252346e-09,23.734702251937193,0.6,0.468
C_difficile_excluded,0.6618077885329395,-6.2721433550711886e-12,-2.2838188097792155e-09,23.99153821536688,0.6,0.5
coexistence,10.307163288509724,0.7573235488640016,0.027471457248917905,0.03176030798523427,0.8,0.02
coexistence,11.41791103352058,0.001106542920680977,3.630501667722471e-05,0.0853976988690191,0.8,0.052
C_difficile_excluded,11.388642256642331,1.8620111624509753e-06,6.194081250756798e-08,0.15412211172886975,0.8,0.084
C_difficile_excluded,11.349491465741849,2.778723483888041e-09,2.2596584188998995e-10,0.24113006686677024,0.8,0.116
C_difficile_excluded,11.298336844984396,3.689933120921402e-12,-2.9569356064481053e-10,0.35480701113348756,0.8,0.148
C_difficile_excluded,11.228675785326354,4.581700045491178e-15,-3.7021751440025707e-10,0.5096093659414207,0.8,0.18
C_difficile_excluded,11.12827632867628,5.657577323362061e-18,-7.828850910054528e-10,0.7327192696082654,0.8,0.212
C_difficile_excluded,10.971141863314873,7.68464247138861e-21,-4.748681217023005e-10,1.0819069704113966,0.8,0.244
C_difficile_excluded,10.69080941077622,2.0342868698902304e-23,-1.6196468155248542e-10,1.7048679760528487,0.8,0.276
C_difficile_excluded,10.05497035806587,-4.449286575155037e-12,-1.472583596035875e-09,3.117843650652903,0.8,0.308
C_difficile_excluded,7.601337622652483,-6.695599309155845e-18,-6.934569692149083e-11,8.570363994160967,0.8,0.34
C_difficile_excluded,2.527731679723088,-4.580158845393465e-13,-1.226618573798898e-09,19.84502280719465,0.8,0.372
C_difficile_excluded,1.363465948463364,1.2556215884828588e-14,-2.2191954213888857e-09,22.43230678792756,0.8,0.404
C_difficile_excluded,0.9714640237869668,3.117845254943985e-14,-2.3109977993658355e-09,23.303418262745875,0.8,0.436
C_difficile_excluded,0.7773773095209401,1.5279840144401187e-14,-5.356728807905061e-10,23.734721632762927,0.8,0.468
C_difficile_excluded,0.6618077938133864,-2.1394300674054197e-12,-4.1930777086924695e-10,23.991528846012557,0.8,0.5
coexistence,11.11766897210853,0.21740512220312552,0.00731359513346223,0.03036465552411821,1.0,0.02
coexistence,11.41908573809924,0.0003254354896001225,1.0679226319220162e-05,0.08539093568671197,1.0,0.052
C_difficile_excluded,11.388644407794244,4.3587086365143176e-07,1.3978197127966771e-08,0.15412208519228154,1.0,0.084
C_difficile_excluded,11.349491522889263,5.083655858080002e-10,-3.755769232779804e-10,0.24112994744037353,1.0,0.116
C_difficile_excluded,11.29833695042424,5.3522433828627e-13,-1.2998319351850814e-10,0.354806776833238,1.0,0.148
C_difficile_excluded,11.228675554687577,5.346565392965691e-16,-3.1616466918966103e-10,0.5096098784720469,1.0,0.18
C_difficile_excluded,11.128276037161095,5.607386633631515e-19,-3.765294218369115e-10,0.7327199174197909,1.0,0.212
C_difficile_excluded,10.971141837466988,6.035969284351376e-22,-3.7704023927787195e-10,1.0819070278511416,1.0,0.244
C_difficile_excluded,10.690809926862428,-9.87195686522373e-12,-1.903982259918786e-09,1.7048668291946067,1.0,0.276
C_difficile_excluded,10.0549707657068,-6.9614073478538145e-12,-7.467326955221473e-10,3.1178427426476376,1.0,0.308
C_difficile_excluded,7.6013396097098225,-2.1049824163602208e-20,-4.3819106798210497e-10,8.570355166979576,1.0,0.34
C_difficile_excluded,2.527731897509778,-2.947413853359602e-13,-7.295491145881985e-11,19.84504612821092,1.0,0.372
C_difficile_excluded,1.3634659806299694,4.004622712928909e-18,-1.0105097940087462e-10,22.432281973755792,1.0,0.404
C_difficile_excluded,0.9714640203513372,4.400483911136298e-17,-1.2124461640312973e-09,23.303422180331623,1.0,0.436
C_difficile_excluded,0.777377298986872,-5.983964588854991e-12,-2.0978366802691732e-09,23.73471222684681,1.0,0.468
C_difficile_excluded,0.6618077916716094,-3.970009207451908e-12,-9.295429627863947e-10,23.991532649435282,1.0,0.5
coexistence,11.2772934334362,0.11107731024883412,0.0036841629978423434,0.030069670199165382,1.2,0.02
coexistence,11.41936201485974,0.0001417656833746807,4.652637075172857e-06,0.08538922001747067,1.2,0.052
C_difficile_excluded,11.388644829694774,1.5627406134816818e-07,4.434660576378154e-09,0.1541220796248855,1.2,0.084
C_difficile_excluded,11.34949147219366,1.517041788173803e-10,4.2777072135788176e-12,0.2411300612861344,1.2,0.116
C_difficile_excluded,11.298337057846021,1.3503968470088575e-13,-7.30375283536156e-11,0.35480653811950397,1.2,0.148
C_difficile_excluded,11.228675580459385,1.1537127548895113e-16,-1.4478136027409497e-09,0.5096098212013679,1.2,0.18
C_difficile_excluded,11.128276066149411,9.996313745598772e-20,-4.410292212909365e-10,0.7327198530013123,1.2,0.212
C_difficile_excluded,10.97114234539129,9.539413663693946e-23,-3.0290662542279023e-09,1.081905899130465,1.2,0.244
C_difficile_excluded,10.690809743083717,-5.626374934599185e-12,-6.697363786970699e-10,1.7048672375917393,1.2,0.276
C_difficile_excluded,10.054970669901392,-2.361889232878135e-13,-2.3163630017018953e-09,3.1178429557525256,1.2,0.308
C_difficile_excluded,7.6013398863448405,-2.3316612089446683e-13,-5.648447385895722e-10,8.570352711500679,1.2,0.34
C_difficile_excluded,2.527732155398719,-6.077478565114209e-13,-5.596271154846202e-10,19.8450438681029,1.2,0.372
C_difficile_excluded,1.3634659512553358,-2.3529150027385942e-12,-4.200935364949137e-09,22.43230266826214,1.2,0.404
C_difficile_excluded,0.9714640228176913,-2.916291705817443e-12,-5.292676236946044e-10,23.303419340936664,1.2,0.436
C_difficile_excluded,0.7773773023681954,-4.657776336895516e-12,-2.367938845527846e-09,23.73473173780943,1.2,0.468
C_difficile_excluded,0.6618077946454608,3.9701218339134974e-20,-9.529422685989138e-10,23.99152736877837,1.2,0.5
coexistence,11.33925187074332,0.06980777450548598,0.0023028396934275633,0.02994937310560088,1.4,0.02
C_difficile_excluded,11.419460611228628,7.6228071402031e-05,2.5020542546990034e-06,0.08538857568206513,1.4,0.052
C_difficile_excluded,11.388644956835282,7.203998688142618e-08,1.7462802676482056e-09,0.15412207787066956,1.4,0.084
C_difficile_excluded,11.349491404785848,6.082831026398654e-11,-6.539862224533653e-11,0.24113021138419186,1.4,0.116
C_difficile_excluded,11.29833683297866,4.7717683214703084e-14,-5.472181091508461e-10,0.3548070378250441,1.4,0.148
C_difficile_excluded,11.228675606073798,3.6238821974201515e-17,-1.2192569517855176e-09,0.5096097642804485,1.4,0.18
C_difficile_excluded,11.12827606568487,2.798170752491041e-20,-1.1249007406888063e-10,0.7327198540336218,1.4,0.212
C_difficile_excluded,10.971141540297893,2.3699912665474692e-23,-3.4696020324669866e-09,1.081907688226906,1.4,0.244
C_difficile_excluded,10.690809946228676,-4.106969970164545e-12,-6.143000060572518e-10,1.7048667861584996,1.4,0.276
C_difficile_excluded,10.054970555404555,-5.097014096368289e-15,-1.5562058318517199e-09,3.1178432102324556,1.4,0.308
C_difficile_excluded,7.601340317188621,-1.7017402096770964e-12,-1.4634563306079145e-09,8.570354412680596,1.4,0.34
C_difficile_excluded,2.5277322614654567,-4.664301823460395e-12,-1.3971953395924903e-09,19.845043056285967,1.4,0.372
C_difficile_excluded,1.3634659691847768,-6.118355985032411e-13,-1.3089592104449518e-09,22.432290886091174,1.4,0.404
C_difficile_excluded,0.9714640188984428,-5.189767840464028e-12,-3.4115006311013415e-09,23.30342372335974,1.4,0.436
C_difficile_excluded,0.7773773094976941,-2.7585854493097546e-12,-1.4292044321067619e-09,23.734721667333194,1.4,0.468
C_difficile_excluded,0.6618077864099329,2.5342964294621755e-20,-1.2944788835581518e-09,23.991541992562578,1.4,0.5
coexistence,11.370638394108784,0.048902458274598104,0.0016088233636053911,0.029885930840870052,1.6,0.02
C_difficile_excluded,11.419504948079256,4.676036253856952e-05,1.5351930652197988e-06,0.08538827504355033,1.6,0.052
C_difficile_excluded,11.388645006557347,3.910442347834307e-08,1.0108255864040926e-09,0.1541220771623978,1.6,0.084
C_difficile_excluded,11.349491459396473,2.960816847622318e-11,-1.1973215573718428e-11,0.24113009013131445,1.6,0.116
C_difficile_excluded,11.29833691604947,2.104835745482583e-14,-3.003430689536362e-11,0.3548068532233309,1.6,0.148
C_difficile_excluded,11.22867554405308,1.4581026396847294e-17,-1.2327993668750862e-09,0.5096099021042673,1.6,0.18
C_difficile_excluded,11.128275890945059,1.0287071521903347e-20,-1.7421378500793015e-11,0.7327202423443152,1.6,0.212
C_difficile_excluded,10.97114188133568,9.350930394759345e-24,-2.4965844767528328e-09,1.0819069303651565,1.6,0.244
C_difficile_excluded,10.690809452057632,-2.5482324227757328e-11,-5.904382138260164e-09,1.704867884316374,1.6,0.276
C_difficile_excluded,10.054970522639142,-2.251068416558348e-13,-1.0301955743423931e-09,3.1178432830322196,1.6,0.308
C_difficile_excluded,7.601340332979477,-4.2890737053746373e-13,-5.188546329526742e-10,8.570356112330986,1.6,0.34
C_difficile_excluded,2.5277322862712093,-4.253482505005375e-12,-1.714417034018785e-09,19.845055248722034,1.6,0.372
C_difficile_excluded,1.3634659497970414,-1.9740350718476756e-13,-4.94819221516887e-10,22.432305714332177,1.6,0.404
C_difficile_excluded,0.9714640156685119,-1.6000172319975658e-12,-1.092158270557388e-09,23.303427536267215,1.6,0.436
C_difficile_excluded,0.7773773344443853,-4.988951242398177e-16,-1.0993602500666301e-09,23.734684749296125,1.6,0.468
C_difficile_excluded,0.6618077864649567,-1.0593515095827965e-11,-1.3859671228916351e-09,23.99154189483588,1.6,0.5
coexistence,11.389024657748907,0.036656455010413376,0.0012040379871644568,0.02984757807677466,1.8,0.02
C_difficile_excluded,11.419528093174597,3.137871978257623e-05,1.0307741020398576e-06,0.08538811364087746,1.8,0.052
C_difficile_excluded,11.388645029706275,2.3773121364486684e-08,1.6494900558564465e-09,0.1541220768246819,1.8,0.084
C_difficile_excluded,11.349491510255627,1.6494175541782356e-11,3.612185163293041e-13,0.24112997715469528,1.8,0.116
C_difficile_excluded,11.298336952469851,1.083651010999937e-14,-6.317556612911459e-11,0.35480677228918944,1.8,0.148
C_difficile_excluded,11.22867578184397,6.972770971008684e-18,-5.754108086305214e-10,0.5096093736800689,1.8,0.18
C_difficile_excluded,11.128276041704458,4.5747959851522485e-21,-2.7793102710747386e-09,0.7327199073234233,1.8,0.212
C_difficile_excluded,10.971142163305164,3.2543341247421488e-24,-1.3439612000827825e-10,1.0819063037663035,1.8,0.244
C_difficile_excluded,10.690810143512952,-2.0739032674894178e-11,-2.6660579571968675e-09,1.704866347748995,1.8,0.276
C_difficile_excluded,10.054970649088688,-5.021237416797177e-14,-8.352618985297477e-10,3.117843002025386,1.8,0.308
C_difficile_excluded,7.601340756483033,-6.314526908806137e-13,-2.2154555773137525e-10,8.570352600093555,1.8,0.34
C_difficile_excluded,2.5277322973715726,-5.032089327220154e-13,-2.1776157617822248e-10,19.845060124710503,1.8,0.372
C_difficile_excluded,1.3634659680862722,-1.323494910067547e-12,-9.577405776964415e-10,22.43229142944437,1.8,0.404
C_difficile_excluded,0.9714640194528605,-6.2970708995768285e-12,-2.3394176930317836e-09,23.303423208278005,1.8,0.436
C_difficile_excluded,0.777377308509789,-1.9130171099850715e-12,-5.989903335659668e-10,23.734723129436095,1.8,0.468
C_difficile_excluded,0.6618077739759504,4.1686396105939193e-22,-8.106818986883376e-10,23.99156407131772,1.8,0.5
coexistence,11.400841244857306,0.028786321508310134,0.0009445748034230861,0.029822273954023194,2.0,0.02
C_difficile_excluded,11.419541506953674,2.2464888707429876e-05,7.377628666783457e-07,0.08538801801316001,2.0,0.052
C_difficile_excluded,11.388645083047583,1.5692939111379255e-08,7.154652067267592e-10,0.15412198522238088,2.0,0.084
C_difficile_excluded,11.349491465025125,1.0136720037530908e-11,-2.8574072516650302e-12,0.24113007768810588,2.0,0.116
C_difficile_excluded,11.298336935644604,6.248734378441268e-15,-1.028938357963466e-08,0.35480680967863826,2.0,0.148
C_difficile_excluded,11.228675747399702,3.781289705497689e-18,-9.60065837164895e-10,0.5096094502228855,2.0,0.18
C_difficile_excluded,11.12827605866032,2.3357678221224477e-21,-5.357608602938953e-11,0.7327198696437299,2.0,0.212
C_difficile_excluded,10.971142077520444,1.53733385584872e-24,-1.1061929863967412e-09,1.0819064943990133,2.0,0.244
C_difficile_excluded,10.690809291817036,-6.330212039313775e-12,-1.937254176808913e-09,1.704868240406585,2.0,0.276
C_difficile_excluded,10.054970527543542,-9.869224942204162e-14,-8.963738923493881e-11,3.1178432721259397,2.0,0.308
C_difficile_excluded,7.6013403130961885,-5.818053332638874e-13,-1.6751618789838024e-10,8.570354553819241,2.0,0.34
C_difficile_excluded,2.527732330949941,-3.0098359433325427e-13,-1.2188927462068189e-10,19.84505661168881,2.0,0.372
C_difficile_excluded,1.3634659544336127,-1.9574331027299774e-12,-5.394083581183602e-10,22.432302312667503,2.0,0.404
C_difficile_excluded,0.9714640188880085,-5.618862803029404e-13,-1.2229469492411435e-09,23.30342385357731,2.0,0.436
C_difficile_excluded,0.7773773253180197,-1.4474249165415592e-12,-1.0772980038534593e-09,23.734698255339143,2.0,0.468
C_difficile_excluded,0.66180778577668,-7.693266047700417e-12,-1.5629301946495644e-09,23.99154311712376,2.0,0.5
coexistence,11.40894385702837,0.023389894041602324,0.000766970530661459,0.02980456068512325,2.2,0.02
C_difficile_excluded,11.419549905293783,1.6884280478612927e-05,5.550666553249343e-07,0.08538795706258091,2.2,0.052
C_difficile_excluded,11.38864507412509,1.1021926734971889e-08,2.858800238746351e-10,0.15412202062018315,2.2,0.084
C_difficile_excluded,11.349491445374667,6.707900790668489e-12,-4.852752464404204e-13,0.24113012136722842,2.2,0.116
C_difficile_excluded,11.298336964369462,3.914958901866876e-15,-6.082999899288834e-10,0.35480674584563243,2.2,0.148
C_difficile_excluded,11.228675563305215,2.253889588603482e-18,-7.253886094754333e-10,0.5096098593217394,2.2,0.18
C_difficile_excluded,11.128276166847387,1.3240178380123493e-21,-3.937976395498486e-11,0.7327196292280297,2.2,0.212
C_difficile_excluded,10.971141495939078,1.3928980653813829e-24,-7.095994330587526e-10,1.081907786802052,2.2,0.244
C_difficile_excluded,10.69080983011088,-7.773455072690466e-12,-1.3160307698820415e-09,1.7048670441980474,2.2,0.276
C_difficile_excluded,10.054969590912895,-5.800381611878551e-14,-1.00025144366795e-09,3.117845353526554,2.2,0.308
C_difficile_excluded,7.601341130524514,-6.370778073197881e-12,-1.0775002255480964e-09,8.570350692728589,2.2,0.34
C_difficile_excluded,2.527732454575022,-1.2118601862838998e-11,-1.8295490416597826e-09,19.84502925829008,2.2,0.372
C_difficile_excluded,1.3634659511964646,-2.51424076708623e-12,-2.9893166566676998e-09,22.432304982094184,2.2,0.404
C_difficile_excluded,0.9714640338717133,-2.6776501110951267e-12,-1.0837219574802802e-09,23.30340674696084,2.2,0.436
C_difficile_excluded,0.7773773066156309,-1.461801579085179e-12,-1.2399819301183127e-09,23.734725932480014,2.2,0.468
C_difficile_excluded,0.661807778122658,-4.221110062402848e-12,-1.6143598653003786e-09,23.99155670797951,2.2,0.5
coexistence,11.414773445084666,0.019507385084344468,0.0006393444704248187,0.029791617084194217,2.4,0.02
C_difficile_excluded,11.419555484757376,1.3176966516445634e-05,4.328317734356252e-07,0.08538791596780466,2.4,0.052
C_difficile_excluded,11.388645077155536,8.12248158444436e-09,6.625643256379466e-10,0.15412202355067814,2.4,0.084
C_difficile_excluded,11.349491614448882,4.70059217550694e-12,-1.1109426087985497e-12,0.24112974565343936,2.4,0.116
C_difficile_excluded,11.298336939356808,2.6212312240311632e-15,-6.26800148335703e-11,0.3548068014293014,2.4,0.148
C_difficile_excluded,11.22867586131698,1.4455999435002045e-18,-7.701805697588686e-11,0.5096091970733793,2.4,0.18
C_difficile_excluded,11.128276015209089,8.135715825410882e-22,-1.306718061199984e-09,0.7327199662020264,2.4,0.212
C_difficile_excluded,10.971141946608483,1.0114565137457986e-24,-2.729217022803732e-09,1.0819067853144833,2.4,0.244
C_difficile_excluded,10.690809875200602,-4.5460895966761354e-11,-3.695717244443634e-11,1.7048669439986648,2.4,0.276
C_difficile_excluded,10.054970516884618,-4.717225241144699e-14,-7.492749985634146e-11,3.1178432958116913,2.4,0.308
C_difficile_excluded,7.6013409145356965,-4.305074621249367e-13,-1.4538980787688869e-09,8.570352945243942,2.4,0.34
C_difficile_excluded,2.527732417091396,-4.724275444231687e-12,-2.132792863560313e-09,19.84504323630256,2.4,0.372
C_difficile_excluded,1.3634659745382738,-5.330823072430112e-13,-1.901301150666125e-09,22.432287181598024,2.4,0.404
C_difficile_excluded,0.971464036546517,-3.85864448281782e-12,-1.1754668296377956e-09,23.303403693428255,2.4,0.436
C_difficile_excluded,0.7773773177323813,-8.237046434362779e-12,-9.432382825665763e-10,23.73470948128056,2.4,0.468
C_difficile_excluded,0.6618077868111402,-3.535034602608919e-12,-1.1924092484983266e-09,23.991541280246533,2.4,0.5
coexistence,11.41912671221232,0.0166081662853623,0.0005441242661575596,0.02978175279715371,2.6,0.02
C_difficile_excluded,11.41955936935807,1.0595923448471774e-05,3.4821405489944603e-07,0.08538788699869707,2.6,0.052
C_difficile_excluded,11.388645068304504,6.218493296318151e-09,4.998507405054614e-10,0.15412204956627115,2.6,0.084
C_difficile_excluded,11.34949147431353,3.446907685138468e-12,-5.467051414374174e-12,0.2411300570695179,2.6,0.116
C_difficile_excluded,11.298336960821871,1.8484977734975418e-15,-3.138618484400352e-10,0.35480675372916365,2.6,0.148
C_difficile_excluded,11.22867579812645,9.824643728642886e-19,-2.119787387683166e-09,0.5096093374967758,2.6,0.18
C_difficile_excluded,11.12827618250266,5.3286448863442325e-22,-1.9661879890473979e-10,0.7327195944385388,2.6,0.212
C_difficile_excluded,10.971142125631545,3.047073338743825e-25,-7.260744884106047e-10,1.0819063874854555,2.6,0.244
C_difficile_excluded,10.690809436875913,2.6746468965926925e-27,-2.5704113793974883e-11,1.7048679180535262,2.6,0.276
C_difficile_excluded,10.054970291284372,-1.1344633288513214e-14,-9.764432683894643e-11,3.117843797145345,2.6,0.308
C_difficile_excluded,7.601341184156044,-4.3551807820650167e-13,-9.283667352617156e-11,8.57035029257015,2.6,0.34
C_difficile_excluded,2.527732412853314,-2.9321951979687114e-13,-2.265369750779293e-09,19.84505039475426,2.6,0.372
C_difficile_excluded,1.3634659795486617,-2.5221414407955954e-13,-1.0712874095258698e-09,22.43228347848839,2.6,0.404
C_difficile_excluded,0.9714639896882846,-4.889280399234335e-12,-1.574734510382669e-09,23.3034572047575,2.6,0.436
C_difficile_excluded,0.777377292216538,-5.197630993554245e-12,-1.509870849293324e-09,23.73474724051131,2.6,0.468
C_difficile_excluded,0.6618077833035648,-1.525127195017476e-12,-1.5783232217521818e-09,23.99154750888272,2.6,0.5
coexistence,11.422475535198158,0.01437792094279393,0.00047092356427064723,0.029774075081630456,2.8,0.02
C_difficile_excluded,11.419562178409643,8.729573904551668e-06,2.8706274488255717e-07,0.08538786582701365,2.8,0.052
C_difficile_excluded,11.388645083536996,4.910014473785819e-09,3.962446160814772e-10,0.1541220200778792,2.8,0.084
C_difficile_excluded,11.349491513952195,2.6219648894217755e-12,2.147418661111738e-14,0.24112996898633254,2.8,0.116
C_difficile_excluded,11.298336882027733,1.359298364078533e-15,-1.0871051426259839e-10,0.3548069288272547,2.8,0.148
C_difficile_excluded,11.228675479386707,6.99648001564716e-19,-6.961841185715193e-10,0.5096100458073175,2.8,0.18
C_difficile_excluded,11.12827626489212,3.6737630860775144e-22,-2.5809154346561475e-11,0.7327194113508442,2.8,0.212
C_difficile_excluded,10.9711418946262,2.1647248202856392e-25,-3.681625961929326e-10,1.0819069008306663,2.8,0.244
C_difficile_excluded,10.690809355738816,-2.4439011134463863e-12,-3.156538997919458e-10,1.7048680983581894,2.8,0.276
C_difficile_excluded,10.054970777852654,-2.6998002450792537e-14,-1.0010598136895463e-09,3.117842715882868,2.8,0.308
C_difficile_excluded,7.601340802790304,-3.578340644996641e-13,-4.920278877023538e-10,8.570352583020217,2.8,0.34
C_difficile_excluded,2.52773238147646,-5.445574908081502e-12,-5.376177119245216e-10,19.845063125547945,2.8,0.372
C_difficile_excluded,1.363465966394106,-5.174003281799767e-13,-9.949871298252719e-10,22.432293561944785,2.8,0.404
C_difficile_excluded,0.9714640232208631,-3.428274138752744e-13,-1.5824885865261631e-09,23.303418909506078,2.8,0.436
C_difficile_excluded,0.777377305937512,-1.1410785694800485e-11,-2.9149790269671454e-09,23.734726935816383,2.8,0.468
C_difficile_excluded,0.6618077754375212,-6.795391280262423e-13,-9.750543310450977e-10,23.991561475930887,2.8,0.5
coexistence,11.425115021864983,0.012620097385177173,0.00041325798500259126,0.029767961014050517,3.0,0.02
C_difficile_excluded,11.419564274130847,7.337208699175207e-06,2.4126007220343357e-07,0.08538784988613846,3.0,0.052
C_difficile_excluded,11.388645102087715,3.976506521758621e-09,3.1227186222707075e-10,0.15412198196576207,3.0,0.084
C_difficile_excluded,11.349491520080512,2.0553851840316852e-12,1.7256181901883684e-13,0.2411299553697386,3.0,0.116
C_difficile_excluded,11.298337097364321,1.034474987380573e-15,-1.7004959314356597e-10,0.35480645030150376,3.0,0.148
